command,dn,member
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=faustine.papadacci,OU=SJ1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=laetitia.foucault,OU=S13,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=marine.magro,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=cyrielle.rolland,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=viviane.jezequel,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=fabienne.dubech,OU=S08,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=maryline.brossier,OU=SR1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=marjorie.perez,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=delphine.debont,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=maud.meridji,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=veronique.maurer,OU=S11,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=seyhan.bakan,OU=SJ1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=elodie.dumont,OU=SJ2,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=emilie.poupinel,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=dounia.ghazi,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS02,OU=S02,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=lysiane.angremy,OU=SJ2,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=lydie.farque,OU=S11,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=elsa.aubert,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=rachel.monnoye,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=nathalie.meunier,OU=S04,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sandrine.lezay,OU=S08,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=valerie.bergerou,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=martine.nambour,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=faustine.papadacci,OU=SJ1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=laetitia.foucault,OU=S13,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=nadia.akouche,OU=S04,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=marine.magro,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=viviane.jezequel,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=fabienne.dubech,OU=S08,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=maryline.brossier,OU=SR1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=marjorie.perez,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=delphine.debont,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=veronique.maurer,OU=S11,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=seyhan.bakan,OU=SJ1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=elodie.dumont,OU=SJ2,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=emilie.poupinel,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=nathalie.bourrien,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=dounia.ghazi,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=emilie.poupinel-sr,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj4,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=lysiane.angremy,OU=SJ2,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=zt.x23,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jean.neimar,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=partner.extern,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=cdi.interne,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jojow.jajaw,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=uv01.zt01,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=chef.interne,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=uv02.zt02,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=gggg.dddd,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=uv91.zt91,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=uv99.zt99,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=auxi.interne,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=temp.externe,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=alexis.soulard,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=uv90.zt90,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jaouad1.essabir1,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=essabir.jaouad,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test99.test1002,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=uv92.zt92,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=mdg.partenaire,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S00,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=yuyu.ghgh,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Clarity,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sylvie8.guichaoua8,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Clarity,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sylvie2.guichaoua2,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=lydie.farque,OU=S11,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=catherine.lejeune,OU=S07,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=elsa.aubert,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sandrine.laplace,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=rachel.monnoye,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sandrine.lezay,OU=S08,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=valerie.bergerou,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=faustine.papadacci,OU=SJ1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=laetitia.foucault,OU=S13,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=marine.magro,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=viviane.jezequel,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=fabienne.dubech,OU=S08,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=maryline.brossier,OU=SR1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=delphine.debont,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=veronique.maurer,OU=S11,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=seyhan.bakan,OU=SJ1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=elodie.dumont,OU=SJ2,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=emilie.poupinel,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS09,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=emilie.poupinel-sr,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_T01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=isabelle.laporte-ouv,OU=T01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_T01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jjgjhgj.dgdfgdg,OU=T01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_SJ4,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=martine.nambour,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=O41V1,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=O45V2,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=O41V3,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=sylvie2.guichaoua2,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=frederic.metivier,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=celine.lasceve,OU=SJ2,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=elsa.aubert,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=luc.legoupil,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sebastien.simione,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=patricia.fichaux,OU=SJ2,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=andre.pellet,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=christophe.denoblet,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=rachel.monnoye,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=nathalie.meunier,OU=S04,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=valentin.cary,OU=S07,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sandrine.lezay,OU=S08,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=eric.brenot,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=meriadec.papineau,OU=S08,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=stephane.capiau,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=valerie.bergerou,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=laurence.plagne,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=leila.adoul,OU=S12,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=nicolas.garnier,OU=S08,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=caroline.schmid,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=carole.corblin,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=cyril.lafont,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=virginie.stephan,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=thierry.blanc,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=faustine.papadacci,OU=SJ1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=franck.buronfosse,OU=S07,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=carole.kerguelen,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=allyson.toulliou,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=johann.porcheron,OU=SE1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=erwann.chiron,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=laetitia.foucault,OU=S13,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=lucile.claudel,OU=S11,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=julien.mougeolle,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=cyrielle.rolland,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sylvie.raimbourg,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=bio.mama,OU=SJ4,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sylvie.auge,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=viviane.jezequel,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=nawel.kadid,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=marie.huguet,OU=SJ1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=karine.dibiagio,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=agnes.goubet,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=fabienne.dubech,OU=S08,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=jacky.dub,OU=S11,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sandrine.dion,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=catherine.koczanski,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=nathalie.pernes,OU=S12,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
